id,title,author,genre,year,rating,pages,description,language,purpose,length,moods,image_url
470,Digital Dream,Priya Turing,Science,1994,4.9,233,A fascinating Hindi science book that explores the data.,Hindi,Motivation,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/7308723-L.jpg
471,Silent Mystery,Ada Chen,Mystery,2019,3.6,90,A fascinating French mystery book that explores the light.,French,Learning,Short,Emotional,https://covers.openlibrary.org/b/id/8502562-L.jpg
472,Hidden Mystery,Sophie Dubois,Fantasy,1987,4.7,944,A fascinating Spanish fantasy book that explores the mystery.,Spanish,Motivation,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/7967797-L.jpg
473,Lost Heart,Elena Chen,Mystery,1976,4.6,111,A fascinating Spanish mystery book that explores the forest.,Spanish,Entertainment,Short,Relaxed,https://covers.openlibrary.org/b/id/7255841-L.jpg
474,Golden Heart,Jean Smith,Self-Help,2017,4.8,370,A fascinating English self-help book that explores the habit.,English,Learning,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/7995736-L.jpg
475,Hidden History,Elena Dubois,Fantasy,1979,4.4,773,A fascinating French fantasy book that explores the shadow.,French,Learning,Long,Curious,https://covers.openlibrary.org/b/id/5963557-L.jpg
476,Golden Mystery,Sophie Turing,Fantasy,2019,4.0,804,A fascinating Hindi fantasy book that explores the universe.,Hindi,Entertainment,Long,"Relaxed, Curious",https://covers.openlibrary.org/b/id/7870146-L.jpg
477,Pragmatic Algorithm,Maria Chen,Programming,1972,3.9,72,A fascinating Spanish programming book that explores the mystery.,Spanish,Career growth,Short,Relaxed,https://covers.openlibrary.org/b/id/8506472-L.jpg
478,Silent Journey,Sophie Dubois,Fantasy,1957,5.0,246,A fascinating Spanish fantasy book that explores the journey.,Spanish,Entertainment,Medium,Emotional,https://covers.openlibrary.org/b/id/7884596-L.jpg
479,Golden Mind,Ada Patel,Self-Help,1954,3.6,715,A fascinating Spanish self-help book that explores the habit.,Spanish,Entertainment,Long,"Emotional, Inspired",https://covers.openlibrary.org/b/id/5498461-L.jpg
480,Secret Algorithm,Jean Kumar,Fantasy,1979,4.1,507,A fascinating French fantasy book that explores the journey.,French,Career growth,Long,Inspired,https://covers.openlibrary.org/b/id/5199150-L.jpg
481,Secret Heart,Maria Chen,Mystery,1969,4.5,282,A fascinating Spanish mystery book that explores the mind.,Spanish,Entertainment,Medium,Emotional,https://covers.openlibrary.org/b/id/6869299-L.jpg
482,Golden Algorithm,Elena Kumar,Mystery,1998,4.2,349,A fascinating French mystery book that explores the mystery.,French,Learning,Medium,Curious,https://covers.openlibrary.org/b/id/7580620-L.jpg
483,Cosmic Data,Isabella Patel,Mystery,1985,4.8,992,A fascinating French mystery book that explores the algorithm.,French,Motivation,Long,Relaxed,https://covers.openlibrary.org/b/id/6952943-L.jpg
484,Digital Mystery,Robert Martin,Fiction,1969,3.9,86,A fascinating Spanish fiction book that explores the dream.,Spanish,Entertainment,Short,Emotional,https://covers.openlibrary.org/b/id/8026517-L.jpg
485,The Great Journey,Priya Dubois,Fantasy,1974,4.0,686,A fascinating Hindi fantasy book that explores the mind.,Hindi,Learning,Long,Inspired,https://covers.openlibrary.org/b/id/6103636-L.jpg
486,Hidden Journey,Priya Martin,Mystery,1998,4.0,298,A fascinating Spanish mystery book that explores the dream.,Spanish,Motivation,Medium,"Curious, Inspired",https://covers.openlibrary.org/b/id/6581183-L.jpg
487,Silent Light,Elena Sharma,Mystery,2018,4.7,145,A fascinating Hindi mystery book that explores the light.,Hindi,Motivation,Short,Relaxed,https://covers.openlibrary.org/b/id/7787903-L.jpg
488,Silent Habit,Elena Rodriguez,Programming,2006,4.8,327,A fascinating Hindi programming book that explores the dream.,Hindi,Learning,Medium,"Curious, Inspired",https://covers.openlibrary.org/b/id/5366699-L.jpg
489,Dark Universe,Ada Smith,Self-Help,1972,3.7,774,A fascinating French self-help book that explores the light.,French,Entertainment,Long,Inspired,https://covers.openlibrary.org/b/id/8666868-L.jpg
490,Infinite History,Ada Chen,Fantasy,1977,4.9,507,A fascinating Hindi fantasy book that explores the algorithm.,Hindi,Motivation,Long,"Emotional, Curious",https://covers.openlibrary.org/b/id/5791788-L.jpg
491,Secret Dream,Priya Smith,Mystery,1993,4.4,507,A fascinating Spanish mystery book that explores the code.,Spanish,Career growth,Long,"Emotional, Inspired",https://covers.openlibrary.org/b/id/6203134-L.jpg
492,Digital Code,Maria Turing,Fiction,1952,4.2,92,A fascinating Hindi fiction book that explores the mind.,Hindi,Motivation,Short,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/8449959-L.jpg
493,Cosmic Shadow,Amit Dubois,Fantasy,1980,3.8,133,A fascinating French fantasy book that explores the shadow.,French,Motivation,Short,"Emotional, Curious",https://covers.openlibrary.org/b/id/5422745-L.jpg
494,Hidden Mind,Alan Kim,Science,2009,4.5,392,A fascinating Spanish science book that explores the code.,Spanish,Learning,Medium,"Relaxed, Curious",https://covers.openlibrary.org/b/id/5550799-L.jpg
495,Golden Code,Carlos Martin,Self-Help,1969,4.7,175,A fascinating Hindi self-help book that explores the habit.,Hindi,Learning,Short,"Emotional, Curious",https://covers.openlibrary.org/b/id/8070676-L.jpg
496,Hidden Habit,Priya Kumar,Fiction,1971,4.5,250,A fascinating French fiction book that explores the mind.,French,Entertainment,Medium,Inspired,https://covers.openlibrary.org/b/id/6875263-L.jpg
497,Golden Universe,Maria Garcia,Fiction,1980,4.9,380,A fascinating Spanish fiction book that explores the algorithm.,Spanish,Entertainment,Medium,Relaxed,https://covers.openlibrary.org/b/id/8166088-L.jpg
498,Pragmatic Universe,James Kim,Fantasy,2007,4.9,329,A fascinating Hindi fantasy book that explores the habit.,Hindi,Motivation,Medium,"Emotional, Curious",https://covers.openlibrary.org/b/id/6403735-L.jpg
499,The Great History,Jean Kim,Mystery,2016,4.5,627,A fascinating Hindi mystery book that explores the forest.,Hindi,Entertainment,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/7812093-L.jpg
500,Magic Shadow,Ada Garcia,Science,1962,3.7,910,A fascinating English science book that explores the code.,English,Motivation,Long,"Emotional, Curious",https://covers.openlibrary.org/b/id/6412501-L.jpg
501,Cosmic Shadow,Sophie Patel,Self-Help,1969,4.8,306,A fascinating English self-help book that explores the algorithm.,English,Entertainment,Medium,Curious,https://covers.openlibrary.org/b/id/8479698-L.jpg
502,Final Dream,Maria Patel,Mystery,2023,4.2,229,A fascinating English mystery book that explores the universe.,English,Career growth,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/5496897-L.jpg
503,The Great Forest,Carlos Dubois,Fiction,1985,4.6,691,A fascinating English fiction book that explores the shadow.,English,Motivation,Long,"Relaxed, Curious",https://covers.openlibrary.org/b/id/7709013-L.jpg
504,Lost Journey,Ada Kumar,Science,2013,4.3,909,A fascinating Spanish science book that explores the heart.,Spanish,Learning,Long,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/5548572-L.jpg
505,Infinite Universe,Amit Lovelace,Programming,2012,4.4,66,A fascinating Spanish programming book that explores the habit.,Spanish,Entertainment,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/7841744-L.jpg
506,Pragmatic Code,Priya Lovelace,Fiction,2023,4.7,965,A fascinating Spanish fiction book that explores the heart.,Spanish,Motivation,Long,"Relaxed, Curious",https://covers.openlibrary.org/b/id/6964490-L.jpg
507,Pragmatic Algorithm,Jean Sharma,Fiction,2009,4.4,143,A fascinating French fiction book that explores the mystery.,French,Motivation,Short,Emotional,https://covers.openlibrary.org/b/id/7902775-L.jpg
508,Lost Algorithm,Isabella Lovelace,Fantasy,2015,3.7,711,A fascinating Hindi fantasy book that explores the heart.,Hindi,Career growth,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/5720313-L.jpg
509,Hidden Forest,Carlos Kumar,Fantasy,1965,3.7,129,A fascinating English fantasy book that explores the habit.,English,Entertainment,Short,"Emotional, Inspired",https://covers.openlibrary.org/b/id/8361927-L.jpg
510,Lost Shadow,Maria Lovelace,Science,1992,4.4,950,A fascinating English science book that explores the light.,English,Learning,Long,Emotional,https://covers.openlibrary.org/b/id/7949320-L.jpg
511,Lost Heart,Ada Kumar,Self-Help,2010,4.5,240,A fascinating Spanish self-help book that explores the algorithm.,Spanish,Motivation,Medium,Relaxed,https://covers.openlibrary.org/b/id/8621253-L.jpg
512,Magic Code,Jean Dubois,Self-Help,1999,3.9,116,A fascinating English self-help book that explores the mind.,English,Career growth,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/6790158-L.jpg
513,Magic Universe,Elena Sharma,Programming,1977,4.6,674,A fascinating French programming book that explores the habit.,French,Motivation,Long,Curious,https://covers.openlibrary.org/b/id/5946206-L.jpg
514,Silent Journey,Ada Smith,Fiction,1960,4.9,57,A fascinating English fiction book that explores the algorithm.,English,Entertainment,Short,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/8425102-L.jpg
515,Final Mind,Priya Dubois,Programming,2016,4.2,448,A fascinating Hindi programming book that explores the data.,Hindi,Career growth,Long,Relaxed,https://covers.openlibrary.org/b/id/5086626-L.jpg
516,Final Light,Alan Rodriguez,Programming,2005,3.5,118,A fascinating English programming book that explores the dream.,English,Learning,Short,Emotional,https://covers.openlibrary.org/b/id/7326919-L.jpg
517,Hidden Habit,Carlos Lovelace,Fantasy,1981,4.1,681,A fascinating English fantasy book that explores the mystery.,English,Entertainment,Long,"Emotional, Curious",https://covers.openlibrary.org/b/id/5693811-L.jpg
518,Final Mystery,Ada Rodriguez,Science,1967,4.7,113,A fascinating English science book that explores the light.,English,Motivation,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/8053061-L.jpg
519,Digital Forest,Maria Rodriguez,Fantasy,2003,3.6,107,A fascinating French fantasy book that explores the algorithm.,French,Motivation,Short,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/5768605-L.jpg
520,Brief Shadow,Jean Smith,Mystery,1998,4.1,398,A fascinating Spanish mystery book that explores the journey.,Spanish,Learning,Medium,"Emotional, Inspired",https://covers.openlibrary.org/b/id/5016355-L.jpg
521,Digital Code,James Patel,Mystery,2013,4.4,984,A fascinating English mystery book that explores the journey.,English,Entertainment,Long,Emotional,https://covers.openlibrary.org/b/id/8004102-L.jpg
522,Cosmic Shadow,Jean Martin,Programming,1983,3.9,72,A fascinating French programming book that explores the mystery.,French,Learning,Short,Emotional,https://covers.openlibrary.org/b/id/5215276-L.jpg
523,Infinite Journey,Amit Kim,Mystery,1991,4.7,772,A fascinating English mystery book that explores the light.,English,Learning,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/5093388-L.jpg
524,Lost Data,Sophie Garcia,Programming,1995,4.4,492,A fascinating Spanish programming book that explores the light.,Spanish,Career growth,Long,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/7889019-L.jpg
525,Pragmatic Shadow,James Kim,Self-Help,1989,5.0,85,A fascinating English self-help book that explores the journey.,English,Learning,Short,"Emotional, Inspired",https://covers.openlibrary.org/b/id/6510073-L.jpg
526,Digital Algorithm,Elena Sharma,Self-Help,1988,3.9,171,A fascinating French self-help book that explores the dream.,French,Learning,Short,"Curious, Inspired",https://covers.openlibrary.org/b/id/5651133-L.jpg
527,Infinite Code,Isabella Garcia,Fantasy,1996,5.0,313,A fascinating Hindi fantasy book that explores the history.,Hindi,Entertainment,Medium,"Relaxed, Curious",https://covers.openlibrary.org/b/id/6765362-L.jpg
528,Dark Habit,Jean Kumar,Mystery,2009,4.1,277,A fascinating English mystery book that explores the history.,English,Entertainment,Medium,"Relaxed, Curious",https://covers.openlibrary.org/b/id/6209431-L.jpg
529,Silent Light,Alan Kim,Programming,2011,4.7,503,A fascinating English programming book that explores the shadow.,English,Learning,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/5072234-L.jpg
530,Final Journey,Amit Kumar,Mystery,1981,4.9,154,A fascinating Hindi mystery book that explores the shadow.,Hindi,Entertainment,Short,"Relaxed, Curious",https://covers.openlibrary.org/b/id/5278098-L.jpg
531,Secret Journey,Jean Smith,Self-Help,1982,4.8,62,A fascinating French self-help book that explores the mystery.,French,Motivation,Short,Curious,https://covers.openlibrary.org/b/id/6059150-L.jpg
532,Brief Code,Ada Patel,Mystery,1959,4.4,833,A fascinating Hindi mystery book that explores the universe.,Hindi,Career growth,Long,"Emotional, Inspired",https://covers.openlibrary.org/b/id/6377079-L.jpg
533,Cosmic History,Robert Kim,Fiction,1974,4.9,290,A fascinating French fiction book that explores the habit.,French,Career growth,Medium,"Curious, Inspired",https://covers.openlibrary.org/b/id/8766356-L.jpg
534,Hidden Mind,Elena Lovelace,Self-Help,1971,3.8,139,A fascinating English self-help book that explores the history.,English,Learning,Short,"Emotional, Curious",https://covers.openlibrary.org/b/id/6675168-L.jpg
535,Final Habit,James Kumar,Programming,1985,4.5,165,A fascinating Hindi programming book that explores the mystery.,Hindi,Entertainment,Short,"Curious, Inspired",https://covers.openlibrary.org/b/id/8330352-L.jpg
536,Pragmatic Dream,Carlos Turing,Mystery,1986,3.5,980,A fascinating Hindi mystery book that explores the history.,Hindi,Motivation,Long,Emotional,https://covers.openlibrary.org/b/id/8315677-L.jpg
537,Pragmatic Data,Jean Sharma,Mystery,1966,3.9,55,A fascinating Hindi mystery book that explores the light.,Hindi,Learning,Short,"Emotional, Inspired",https://covers.openlibrary.org/b/id/5280001-L.jpg
538,Hidden Heart,Jean Kim,Science,2007,3.9,220,A fascinating French science book that explores the light.,French,Motivation,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/8911026-L.jpg
539,Pragmatic Algorithm,Maria Martin,Programming,2011,3.9,75,A fascinating Hindi programming book that explores the heart.,Hindi,Career growth,Short,Curious,https://covers.openlibrary.org/b/id/6816223-L.jpg
540,Infinite Dream,Isabella Lovelace,Programming,2018,4.7,400,A fascinating Hindi programming book that explores the heart.,Hindi,Motivation,Medium,Emotional,https://covers.openlibrary.org/b/id/7866614-L.jpg
541,Digital Dream,Jean Lovelace,Fiction,1993,4.5,134,A fascinating English fiction book that explores the universe.,English,Entertainment,Short,Relaxed,https://covers.openlibrary.org/b/id/6550333-L.jpg
542,Secret Code,Isabella Kim,Self-Help,2001,4.8,390,A fascinating Hindi self-help book that explores the algorithm.,Hindi,Motivation,Medium,Curious,https://covers.openlibrary.org/b/id/6198073-L.jpg
543,Final Code,Robert Chen,Programming,2014,4.7,550,A fascinating English programming book that explores the code.,English,Career growth,Long,Curious,https://covers.openlibrary.org/b/id/5739086-L.jpg
544,Dark Light,Jean Turing,Programming,1953,4.1,190,A fascinating English programming book that explores the journey.,English,Motivation,Short,"Emotional, Inspired",https://covers.openlibrary.org/b/id/8654597-L.jpg
545,Infinite Universe,Jean Turing,Fantasy,1995,4.9,431,A fascinating French fantasy book that explores the shadow.,French,Entertainment,Long,Emotional,https://covers.openlibrary.org/b/id/6405460-L.jpg
546,Silent Mind,Carlos Smith,Programming,1959,4.3,248,A fascinating English programming book that explores the heart.,English,Motivation,Medium,Emotional,https://covers.openlibrary.org/b/id/8293925-L.jpg
